timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-17T11:28:56,athlete_model_training,836f29ea-782c-4ec1-a7ab-c526fcfe1f30,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.155224875001295,1.650822655652617e-07,3.202232095941697e-08,42.5,0.0,6.0,6.085312966255414e-05,0.0,8.590320971670735e-06,6.944345063422487e-05,Canada,CAN,quebec,,,macOS-15.5-arm64-arm-64bit,3.10.18,3.0.4,14,Apple M4 Pro,,,-71.2,46.8,24.0,machine,N,1.0
2025-07-17T11:29:31,athlete_model_training,2cbd1e63-b21f-47e1-b3b1-0ac0e1c8f2d6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.117125166994811,1.638640886318816e-07,3.202268525475913e-08,42.5,0.0,6.0,6.0404024677755946e-05,0.0,8.52698805499434e-06,6.893101273275029e-05,Canada,CAN,quebec,,,macOS-15.5-arm64-arm-64bit,3.10.18,3.0.4,14,Apple M4 Pro,,,-71.2,46.8,24.0,machine,N,1.0
